Corporation,Card,PlayerGames,AvgEloChange
Valley Trust,Power Infrastructure,478,0.140167364016736
CrediCor,Release of Inert Gases,578,0.140138408304498
Cheung Shing Mars,Energy Saving,444,0.13963963963964
Vitor,Nitrophilic Moss,466,0.139484978540773
Ecoline,Toll Station,466,0.139484978540773
Valley Trust,Farming,503,0.139165009940358
Tharsis Republic,GHG Factories,419,0.138424821002387
Mining Guild,Shuttles,499,0.138276553106212
Mining Guild,Methane From Titan,449,0.138084632516704
Valley Trust,Physics Complex,526,0.136882129277567
Tharsis Republic,Technology Demonstration,439,0.136674259681093
United Nations Mars Initiative,Immigrant City,169,0.136094674556213
Mining Guild,Rad-Chem Factory,436,0.135321100917431
Cheung Shing Mars,Lichen,396,0.133838383838384
Tharsis Republic,Greenhouses,446,0.132286995515695
Saturn Systems,Fish,469,0.132196162046908
Cheung Shing Mars,Zeppelins,401,0.13216957605985
Vitor,Protected Valley,425,0.131764705882353
Vitor,Great Escarpment Consortium,469,0.130063965884861
Robinson Industries,Inventors' Guild,302,0.129139072847682
Tharsis Republic,Power Infrastructure,468,0.128205128205128
Vitor,Imported Hydrogen,408,0.127450980392157
Cheung Shing Mars,Cloud Seeding,440,0.127272727272727
Ecoline,Tardigrades,475,0.126315789473684
Helion,Magnetic Field Generators,308,0.123376623376623
Saturn Systems,Herbivores,439,0.123006833712984
Helion,Comet,329,0.121580547112462
Interplanetary Cinematics,Lava Tube Settlement,361,0.119113573407202
Tharsis Republic,Building Industries,421,0.118764845605701
Valley Trust,Martian Rails,490,0.118367346938776
Vitor,Trans-Neptune Probe,509,0.117878192534381
Saturn Systems,Steelworks,468,0.117521367521368
Teractor,Water Import From Europa,392,0.11734693877551
Cheung Shing Mars,Magnetic Field Dome,385,0.116883116883117
Interplanetary Cinematics,Security Fleet,335,0.116417910447761
Mining Guild,Solar Power,459,0.115468409586057
Interplanetary Cinematics,Colonizer Training Camp,418,0.114832535885167
Cheung Shing Mars,Ice cap Melting,462,0.114718614718615
Cheung Shing Mars,Soletta,401,0.114713216957606
Inventrix,Standard Technology,324,0.114197530864198
Helion,Eos Chasma National Park,360,0.113888888888889
CrediCor,Windmills,501,0.11377245508982
Tharsis Republic,Industrial Microbes,446,0.112107623318386
Helion,Mars University,314,0.111464968152866
Tharsis Republic,Underground Detonations,423,0.111111111111111
Teractor,Zeppelins,396,0.111111111111111
Helion,Olympus Conference,255,0.109803921568627
Helion,Industrial Microbes,301,0.109634551495017
Saturn Systems,Breathing Filters,468,0.108974358974359
CrediCor,Heather,569,0.10896309314587
Interplanetary Cinematics,Bushes,340,0.108823529411765
Robinson Industries,Plantation,296,0.108108108108108
Ecoline,Windmills,481,0.108108108108108
CrediCor,Lightning Harvest,584,0.107876712328767
Saturn Systems,House Printing,397,0.105793450881612
Ecoline,Rad-Suits,484,0.105371900826446
Valley Trust,Satellites,494,0.105263157894737
Ecoline,Lava Tube Settlement,448,0.104910714285714
Interplanetary Cinematics,Open City,404,0.103960396039604
Robinson Industries,Investment Loan,283,0.102473498233216
Tharsis Republic,Archaebacteria,449,0.102449888641425
Robinson Industries,Quantum Extractor,293,0.102389078498294
Cheung Shing Mars,Mineral Deposit,403,0.101736972704715
Cheung Shing Mars,Gene Repair,418,0.100478468899522
Tharsis Republic,Medical Lab,478,0.100418410041841
Vitor,SF Memorial,488,0.100409836065574
Teractor,Immigration Shuttles,459,0.100217864923747
Ecoline,Ice cap Melting,431,0.0997679814385151
Vitor,Cupola City,413,0.099273607748184
Vitor,Ganymede Colony,484,0.0991735537190083
Teractor,Business Network,486,0.0987654320987654
Tharsis Republic,Vesta Shipyard,385,0.0987012987012987
Teractor,Regolith Eaters,475,0.0968421052631579
Inventrix,Satellites,364,0.0961538461538462
Interplanetary Cinematics,Nitrite Reducing Bacteria,355,0.0957746478873239
Valley Trust,Phobos Space Haven,491,0.0957230142566191
Robinson Industries,Fish,283,0.0954063604240283
Teractor,Satellites,388,0.095360824742268
Teractor,Vesta Shipyard,400,0.095
Ecoline,Regolith Eaters,474,0.0949367088607595
Mining Guild,Worms,443,0.0948081264108352
CrediCor,Imported Hydrogen,499,0.094188376753507
Robinson Industries,Anti-Gravity Technology,298,0.0939597315436242
Valley Trust,Predators,514,0.0933852140077821
CrediCor,Energy Saving,551,0.0925589836660617
Vitor,Power Grid,443,0.0925507900677201
Robinson Industries,Invention Contest,293,0.0921501706484642
CrediCor,Caretaker Contract,576,0.0920138888888889
Saturn Systems,Cloud Seeding,479,0.0918580375782881
Valley Trust,Gene Repair,557,0.0915619389587074
Valley Trust,Greenhouses,483,0.0910973084886128
Helion,Rad-Chem Factory,334,0.0898203592814371
Saturn Systems,Symbiotic Fungus,471,0.089171974522293
Valley Trust,Permafrost extraction,505,0.0891089108910891
Ecoline,Lichen,486,0.088477366255144
Saturn Systems,Imported Hydrogen,475,0.0884210526315789
Cheung Shing Mars,Lake Marineris,418,0.0861244019138756
Robinson Industries,Martian Rails,279,0.0860215053763441
Mining Guild,Tropical Resort,422,0.0853080568720379
PhoboLog,Giant Ice Asteroid,341,0.0850439882697947
Cheung Shing Mars,Space Station,436,0.0848623853211009
Tharsis Republic,Fuel Factory,444,0.0833333333333333
Vitor,Search For Life,507,0.0828402366863905
Saturn Systems,Ironworks,472,0.0826271186440678
Vitor,Corporate Stronghold,425,0.0823529411764706
Valley Trust,Commercial District,511,0.0821917808219178
Tharsis Republic,Large Convoy,473,0.080338266384778
Robinson Industries,Protected Valley,279,0.0788530465949821
Ecoline,Capital,561,0.0766488413547237
Tharsis Republic,Noctis Farming,459,0.0762527233115468
Saturn Systems,Nitrite Reducing Bacteria,476,0.0756302521008403
Vitor,Bushes,463,0.0755939524838013
Tharsis Republic,Soil Factory,431,0.074245939675174
Teractor,Nuclear Power,379,0.0738786279683377
Tharsis Republic,Lightning Harvest,440,0.0727272727272727
Vitor,Investment Loan,427,0.0725995316159251
Tharsis Republic,Tectonic Stress Power,458,0.0720524017467249
Tharsis Republic,Ice Asteroid,435,0.071264367816092
Point Luna,Medical Lab,564,0.0709219858156028
Mining Guild,Sponsors,423,0.0709219858156028
Teractor,Symbiotic Fungus,411,0.0705596107055961
Ecoline,Asteroid,482,0.0705394190871369
Teractor,Phobos Space Haven,397,0.0705289672544081
Teractor,Import of Advanced GHG,497,0.0704225352112676
Saturn Systems,Tardigrades,502,0.0697211155378486
Inventrix,Miranda Resort,360,0.0666666666666667
Mining Guild,Adaptation Technology,426,0.0657276995305164
CrediCor,Insulation,509,0.0648330058939096
CrediCor,Worms,530,0.0622641509433962
Tharsis Republic,Invention Contest,468,0.061965811965812
Tharsis Republic,Nitrite Reducing Bacteria,452,0.0619469026548673
Tharsis Republic,Tundra Farming,447,0.0604026845637584
Teractor,Strip Mine,406,0.0591133004926108
CrediCor,Livestock,510,0.0588235294117647
Valley Trust,Tectonic Stress Power,511,0.0587084148727984
Tharsis Republic,Solar Wind Power,410,0.0585365853658537
Saturn Systems,Phobos Space Haven,482,0.0580912863070539
Cheung Shing Mars,Equatorial Magnetizer,437,0.05720823798627
CrediCor,Rover Construction,457,0.0568927789934355
Teractor,Viral Enhancers,405,0.0567901234567901
Saturn Systems,Adapted Lichen,464,0.0560344827586207
Mining Guild,Physics Complex,430,0.0558139534883721
Cheung Shing Mars,Shuttles,449,0.0556792873051225
Robinson Industries,Lichen,295,0.0542372881355932
Vitor,Artificial Lake,463,0.0539956803455724
Robinson Industries,Energy Tapping,316,0.0537974683544304
Interplanetary Cinematics,Energy Saving,383,0.0522193211488251
Robinson Industries,Deimos Down,307,0.0521172638436482
Valley Trust,Lightning Harvest,500,0.052
Saturn Systems,Lava Flows,482,0.0518672199170125
Cheung Shing Mars,Herbivores,411,0.0510948905109489
Teractor,Soletta,459,0.0501089324618736
Tharsis Republic,Search For Life,448,0.0491071428571429
Teractor,Water Splitting Plant,409,0.0488997555012225
Mining Guild,SF Memorial,361,0.0470914127423823
Saturn Systems,Urbanized Area,447,0.0469798657718121
Tharsis Republic,Water Splitting Plant,427,0.0468384074941452
Teractor,Greenhouses,386,0.0466321243523316
Valley Trust,Investment Loan,494,0.0465587044534413
PhoboLog,Satellites,284,0.0457746478873239
Vitor,Adaptation Technology,484,0.0454545454545455
Teractor,Steelworks,398,0.0452261306532663
Vitor,Media Archives,423,0.0449172576832151
Interplanetary Cinematics,Mangrove,338,0.0443786982248521
Teractor,Great Dam,397,0.0428211586901763
Teractor,Black Polar Dust,407,0.0417690417690418
Saturn Systems,Rad-Chem Factory,488,0.040983606557377
CrediCor,Martian Rails,537,0.0409683426443203
Tharsis Republic,Inventors' Guild,391,0.040920716112532
CrediCor,Lava Tube Settlement,440,0.0409090909090909
Robinson Industries,Energy Saving,295,0.0406779661016949
Mining Guild,Imported Nitrogen,400,0.04
Tharsis Republic,Imported Nitrogen,505,0.0396039603960396
Teractor,Mine,385,0.038961038961039
Ecoline,Solar Power,505,0.0376237623762376
Saturn Systems,Great Dam,509,0.037328094302554
ThorGate,Robotic Workforce,168,0.0357142857142857
PhoboLog,Research,281,0.0355871886120996
CrediCor,Imported Nitrogen,543,0.0349907918968692
Valley Trust,Lichen,487,0.0349075975359343
Interplanetary Cinematics,Tundra Farming,411,0.0340632603406326
Mining Guild,Aerobraked Ammonia Asteroid,415,0.0337349397590361
Ecoline,Martian Survey,396,0.0328282828282828
Helion,Terraforming Ganymede,308,0.0324675324675325
Valley Trust,Ganymede Colony,504,0.0317460317460317
Tharsis Republic,Algae,478,0.0313807531380753
Tharsis Republic,Ironworks,424,0.0306603773584906
Vitor,Gene Repair,442,0.0294117647058824
Teractor,GHG Producing Bacteria,411,0.0291970802919708
Mining Guild,Business Network,420,0.0285714285714286
Ecoline,Soil Factory,529,0.0283553875236295
Robinson Industries,Aquifer Pumping,256,0.02734375
Tharsis Republic,Tropical Resort,496,0.0262096774193548
Tharsis Republic,Heather,462,0.025974025974026
CrediCor,Space Station,552,0.0253623188405797
Helion,Mohole Area,494,0.0242914979757085
Vitor,Worms,465,0.0236559139784946
Ecoline,Breathing Filters,482,0.0228215767634855
Mining Guild,Lake Marineris,485,0.022680412371134
Tharsis Republic,Ecological Zone,442,0.0226244343891403
Ecoline,Extreme-Cold Fungus,533,0.0225140712945591
ThorGate,Mars University,148,0.0202702702702703
PhoboLog,Artificial Photosynthesis,251,0.0199203187250996
Valley Trust,Decomposers,503,0.0198807157057654
Valley Trust,Solar Power,504,0.0198412698412698
Mining Guild,Rover Construction,419,0.0190930787589499
Ecoline,Imported Nitrogen,494,0.0182186234817814
Inventrix,Olympus Conference,351,0.0170940170940171
Saturn Systems,Tectonic Stress Power,470,0.0170212765957447
Valley Trust,Peroxide Power,556,0.0161870503597122
Interplanetary Cinematics,Fish,398,0.0150753768844221
Vitor,Big Asteroid,400,0.015
ThorGate,Industrial Center,139,0.0143884892086331
Vitor,Capital,436,0.0137614678899083
Vitor,Ants,456,0.0131578947368421
Ecoline,Underground City,476,0.0126050420168067
Saturn Systems,Immigrant City,488,0.0122950819672131
Vitor,Standard Technology,443,0.0112866817155756
CrediCor,Power Plant,535,0.011214953271028
Ecoline,Olympus Conference,447,0.0111856823266219
PhoboLog,Energy Tapping,290,0.0103448275862069
Valley Trust,Water Splitting Plant,524,0.00954198473282443
Saturn Systems,Cartel,452,0.00884955752212389
Tharsis Republic,Great Dam,461,0.00867678958785249
Valley Trust,Equatorial Magnetizer,482,0.00829875518672199
Saturn Systems,Power Supply Consortium,495,0.00808080808080808
PhoboLog,Inventors' Guild,263,0.00760456273764259
Vitor,Adapted Lichen,438,0.00684931506849315
Cheung Shing Mars,Rad-Chem Factory,417,0.00479616306954436
Teractor,Bushes,426,0.00469483568075117
Mining Guild,Herbivores,431,0.00464037122969838
Cheung Shing Mars,Wave Power,435,0.00229885057471264
Inventrix,Quantum Extractor,431,0
Teractor,Space Elevator,407,0
Vitor,Micro-Mills,488,0
Tharsis Republic,Birds,438,0
Inventrix,Deimos Down,369,0
Mining Guild,Breathing Filters,455,-0.0021978021978022
Teractor,Corporate Stronghold,393,-0.00254452926208651
Valley Trust,Deep Well Heating,471,-0.00424628450106157
Vitor,Energy Saving,457,-0.00437636761487965
Mining Guild,Asteroid,433,-0.0046189376443418
CrediCor,Power Infrastructure,556,-0.00539568345323741
Vitor,Noctis Farming,458,-0.00655021834061135
Vitor,Geothermal Power,452,-0.00663716814159292
Teractor,Search For Life,437,-0.0068649885583524
Teractor,Colonizer Training Camp,392,-0.0076530612244898
Valley Trust,Biomass Combustors,502,-0.00796812749003984
Helion,Quantum Extractor,344,-0.00872093023255814
Mining Guild,Comet,450,-0.00888888888888889
Vitor,Rad-Suits,448,-0.00892857142857143
Vitor,Herbivores,418,-0.00956937799043062
Teractor,CEO's Favourite Project,375,-0.0106666666666667
Mining Guild,Rad-Suits,438,-0.0114155251141553
Cheung Shing Mars,Physics Complex,433,-0.0115473441108545
Valley Trust,Lunar Beam,433,-0.0115473441108545
Teractor,Convoy From Europa,428,-0.0116822429906542
Valley Trust,Birds,453,-0.0132450331125828
Vitor,Regolith Eaters,417,-0.0143884892086331
PhoboLog,Research Outpost,200,-0.015
Vitor,Predators,461,-0.0151843817787419
Teractor,Towing a Comet,428,-0.0163551401869159
Saturn Systems,Technology Demonstration,452,-0.0176991150442478
Mining Guild,Cloud Seeding,444,-0.018018018018018
Teractor,Food Factory,386,-0.0181347150259067
Tharsis Republic,Noctis City,547,-0.0182815356489945
PhoboLog,Noctis Farming,255,-0.0196078431372549
Inventrix,Solar Wind Power,356,-0.0196629213483146
CrediCor,Comet,583,-0.0205831903945112
Valley Trust,Ore Processor,494,-0.0222672064777328
Tharsis Republic,Fueled Generators,448,-0.0245535714285714
Inventrix,Aerobraked Ammonia Asteroid,352,-0.0255681818181818
Vitor,GHG Factories,426,-0.0258215962441315
Robinson Industries,Extreme-Cold Fungus,308,-0.025974025974026
Ecoline,Artificial Photosynthesis,459,-0.028322440087146
Teractor,Peroxide Power,411,-0.0291970802919708
Vitor,Special Design,478,-0.0292887029288703
Tharsis Republic,Open City,434,-0.0299539170506912
Cheung Shing Mars,Mining Expedition,417,-0.0311750599520384
Vitor,Lightning Harvest,448,-0.03125
Valley Trust,Security Fleet,508,-0.031496062992126
Helion,Archaebacteria,338,-0.0325443786982249
Cheung Shing Mars,Callisto Penal Mines,414,-0.0338164251207729
Ecoline,Satellites,453,-0.0353200883002208
Helion,Cloud Seeding,306,-0.0359477124183007
Mining Guild,GHG Factories,445,-0.0359550561797753
Inventrix,Media Group,331,-0.0362537764350453
Teractor,Local Heat Trapping,406,-0.0369458128078818
Robinson Industries,Medical Lab,297,-0.037037037037037
ThorGate,Peroxide Power,188,-0.0372340425531915
Point Luna,Gene Repair,500,-0.038
Saturn Systems,Permafrost extraction,473,-0.0380549682875264
Saturn Systems,Solar Power,465,-0.0387096774193548
United Nations Mars Initiative,AI Central,128,-0.0390625
Teractor,Research Coordination,382,-0.0392670157068063
CrediCor,Adaptation Technology,558,-0.039426523297491
ThorGate,Inventors' Guild,150,-0.04
Ecoline,Trans-Neptune Probe,469,-0.0405117270788913
CrediCor,Breathing Filters,566,-0.0406360424028269
Robinson Industries,Satellites,286,-0.041958041958042
Cheung Shing Mars,Symbiotic Fungus,424,-0.0424528301886792
Teractor,Indentured Workers,394,-0.0431472081218274
Tharsis Republic,Miranda Resort,434,-0.043778801843318
Teractor,Physics Complex,430,-0.0441860465116279
Robinson Industries,Ice Asteroid,287,-0.0452961672473868
Teractor,Virus,390,-0.0461538461538462
Ecoline,Noctis Farming,515,-0.0466019417475728
CrediCor,Fusion Power,531,-0.0470809792843691
Tharsis Republic,Decomposers,443,-0.0474040632054176
Teractor,Moss,412,-0.0485436893203883
CrediCor,Noctis Farming,589,-0.0509337860780985
CrediCor,Farming,503,-0.0516898608349901
Mining Guild,Ironworks,432,-0.0532407407407407
Robinson Industries,Archaebacteria,300,-0.0533333333333333
Tharsis Republic,Business Contacts,465,-0.0537634408602151
Robinson Industries,Space Station,314,-0.054140127388535
Valley Trust,Search For Life,496,-0.0544354838709677
Valley Trust,Imported Hydrogen,493,-0.0547667342799189
Ecoline,Martian Rails,535,-0.0560747663551402
Saturn Systems,Fueled Generators,472,-0.0572033898305085
Point Luna,Ants,541,-0.0573012939001848
Tharsis Republic,Olympus Conference,398,-0.0577889447236181
Mining Guild,Ecological Zone,426,-0.0586854460093897
Tharsis Republic,Regolith Eaters,406,-0.0591133004926108
CrediCor,Nitrite Reducing Bacteria,504,-0.0595238095238095
Valley Trust,Big Asteroid,515,-0.0601941747572816
Helion,Fuel Factory,313,-0.060702875399361
CrediCor,Extreme-Cold Fungus,542,-0.0608856088560886
Tharsis Republic,Pets,470,-0.0617021276595745
Mining Guild,Big Asteroid,415,-0.0626506024096386
Teractor,Open City,411,-0.0632603406326034
Robinson Industries,Cupola City,266,-0.0639097744360902
Tharsis Republic,Insects,484,-0.0640495867768595
Saturn Systems,Carbonate Processing,405,-0.0641975308641975
Mining Guild,Colonizer Training Camp,417,-0.0647482014388489
Tharsis Republic,Imported GHG,417,-0.0647482014388489
Helion,Mass Converter,345,-0.0666666666666667
CrediCor,Local Heat Trapping,566,-0.0671378091872792
Vitor,Toll Station,446,-0.0672645739910314
Mining Guild,Lagrange Observatory,395,-0.0683544303797468
Tharsis Republic,Artificial Photosynthesis,481,-0.0686070686070686
Teractor,Wave Power,444,-0.0698198198198198
Cheung Shing Mars,Ganymede Colony,400,-0.07
Cheung Shing Mars,Fish,426,-0.0704225352112676
Helion,Building Industries,322,-0.0714285714285714
Vitor,Colonizer Training Camp,456,-0.0723684210526316
Mining Guild,Ants,405,-0.0740740740740741
Mining Guild,Flooding,483,-0.0745341614906832
Vitor,Research Coordination,447,-0.0760626398210291
PhoboLog,Miranda Resort,285,-0.0807017543859649
Robinson Industries,Giant Space Mirror,272,-0.0808823529411765
Tharsis Republic,Worms,457,-0.0809628008752735
Saturn Systems,SF Memorial,415,-0.0843373493975904
Helion,Inventors' Guild,308,-0.0844155844155844
Teractor,Power Supply Consortium,399,-0.0852130325814536
ThorGate,Development Center,232,-0.0862068965517241
Teractor,Ironworks,390,-0.0871794871794872
Inventrix,Ice Asteroid,332,-0.0873493975903614
Tharsis Republic,Dust Seals,441,-0.0884353741496599
Mining Guild,Technology Demonstration,404,-0.0891089108910891
Inventrix,Designed Microorganisms,359,-0.0891364902506964
Tharsis Republic,Virus,455,-0.0901098901098901
Helion,Electro Catapult,275,-0.0909090909090909
Tharsis Republic,Trans-Neptune Probe,439,-0.0911161731207289
Tharsis Republic,Power Supply Consortium,437,-0.091533180778032
Teractor,Lava Flows,445,-0.0921348314606742
Tharsis Republic,Herbivores,412,-0.0946601941747573
Tharsis Republic,Callisto Penal Mines,396,-0.095959595959596
Inventrix,Natural Preserve,321,-0.0965732087227414
Interplanetary Cinematics,Immigrant City,382,-0.0968586387434555
Robinson Industries,GHG Factories,278,-0.0971223021582734
Robinson Industries,Ice cap Melting,307,-0.0977198697068404
Robinson Industries,Tardigrades,303,-0.099009900990099
Robinson Industries,Mine,301,-0.0996677740863787
Valley Trust,Micro-Mills,509,-0.100196463654224
Cheung Shing Mars,Trans-Neptune Probe,437,-0.100686498855835
Teractor,Ganymede Colony,406,-0.100985221674877
Inventrix,Ganymede Colony,338,-0.103550295857988
Cheung Shing Mars,Towing a Comet,434,-0.1036866359447
CrediCor,Eos Chasma National Park,583,-0.104631217838765
Vitor,Underground City,429,-0.104895104895105
Valley Trust,Grass,491,-0.107942973523422
Vitor,Great Dam,451,-0.108647450110865
Valley Trust,Dust Seals,496,-0.108870967741935
Teractor,Lava Tube Settlement,346,-0.109826589595376
Tharsis Republic,Magnetic Field Dome,452,-0.110619469026549
Robinson Industries,Designed Microorganisms,307,-0.110749185667752
Robinson Industries,Fueled Generators,307,-0.110749185667752
Cheung Shing Mars,SF Memorial,406,-0.110837438423645
Vitor,Insects,460,-0.110869565217391
Valley Trust,Energy Saving,495,-0.111111111111111
Ecoline,Steelworks,478,-0.112970711297071
ThorGate,Open City,168,-0.113095238095238
Helion,Mine,318,-0.113207547169811
Robinson Industries,Media Archives,300,-0.113333333333333
CrediCor,Dust Seals,517,-0.114119922630561
Teractor,Carbonate Processing,369,-0.116531165311653
Robinson Industries,Birds,308,-0.116883116883117
Teractor,Noctis City,402,-0.116915422885572
Valley Trust,Breathing Filters,528,-0.117424242424242
Robinson Industries,Pets,288,-0.118055555555556
Mining Guild,Beam From a Thorium Asteroid,399,-0.120300751879699
Tharsis Republic,Interstellar Colony Ship,420,-0.121428571428571
Vitor,Zeppelins,407,-0.122850122850123
PhoboLog,Electro Catapult,243,-0.123456790123457
Valley Trust,Immigration Shuttles,484,-0.12396694214876
Valley Trust,Release of Inert Gases,516,-0.124031007751938
Cheung Shing Mars,Imported Hydrogen,409,-0.124694376528117
Ecoline,Fusion Power,455,-0.125274725274725
Helion,Symbiotic Fungus,326,-0.125766871165644
CrediCor,Greenhouses,570,-0.126315789473684
Helion,Herbivores,324,-0.126543209876543
Valley Trust,Rover Construction,513,-0.126705653021442
Ecoline,Space Station,459,-0.128540305010893
PhoboLog,Industrial Microbes,240,-0.129166666666667
Vitor,Nitrite Reducing Bacteria,463,-0.129589632829374
ThorGate,Heat Trappers,174,-0.132183908045977
PhoboLog,Mining Area,248,-0.133064516129032
Tharsis Republic,Gene Repair,420,-0.133333333333333
Valley Trust,Mining Expedition,531,-0.133709981167608
Teractor,Ice Asteroid,438,-0.134703196347032
Tharsis Republic,Immigration Shuttles,444,-0.135135135135135
Vitor,Hackers,464,-0.135775862068966
CrediCor,Lunar Beam,544,-0.136029411764706
Robinson Industries,Imported Hydrogen,279,-0.136200716845878
Valley Trust,Media Archives,521,-0.136276391554703
Cheung Shing Mars,Windmills,395,-0.136708860759494
CrediCor,Shuttles,581,-0.137693631669535
Inventrix,Water Splitting Plant,368,-0.138586956521739
Tharsis Republic,Investment Loan,468,-0.138888888888889
Cheung Shing Mars,Power Infrastructure,438,-0.139269406392694
Ecoline,Artificial Lake,468,-0.141025641025641
Teractor,Tropical Resort,397,-0.141057934508816
Teractor,Toll Station,403,-0.141439205955335
Mining Guild,Soil Factory,428,-0.142523364485981
Teractor,Power Infrastructure,396,-0.143939393939394
Valley Trust,Cloud Seeding,491,-0.144602851323829
Robinson Industries,Space Elevator,268,-0.145522388059701
Teractor,Lichen,343,-0.145772594752187
Inventrix,Birds,384,-0.145833333333333
Vitor,Comet,434,-0.147465437788018
CrediCor,Food Factory,566,-0.148409893992933
Robinson Industries,Ecological Zone,303,-0.148514851485149
Tharsis Republic,Mass Converter,422,-0.149289099526066
CrediCor,Physics Complex,547,-0.151736745886654
Valley Trust,Capital,474,-0.151898734177215
Helion,Nitrogen-Rich Asteroid,334,-0.152694610778443
Teractor,Underground City,379,-0.153034300791557
Cheung Shing Mars,Ants,405,-0.153086419753086
Vitor,Cloud Seeding,457,-0.153172866520788
Helion,Nuclear Power,318,-0.154088050314465
Vitor,Equatorial Magnetizer,445,-0.155056179775281
Tharsis Republic,House Printing,383,-0.156657963446475
Vitor,Steelworks,472,-0.156779661016949
PhoboLog,Hired Raiders,287,-0.156794425087108
Robinson Industries,Building Industries,310,-0.158064516129032
Ecoline,Power Supply Consortium,487,-0.158110882956879
Tharsis Republic,Farming,429,-0.158508158508158
Mining Guild,Nitrophilic Moss,406,-0.160098522167488
Ecoline,Wave Power,499,-0.160320641282565
Mining Guild,Soletta,428,-0.161214953271028
Vitor,Business Contacts,489,-0.161554192229039
Tharsis Republic,Protected Habitats,458,-0.161572052401747
Tharsis Republic,Satellites,433,-0.161662817551963
Robinson Industries,Toll Station,296,-0.162162162162162
CrediCor,Rad-Suits,524,-0.16412213740458
Valley Trust,Nuclear Power,472,-0.165254237288136
ThorGate,Nuclear Zone,133,-0.165413533834586
Tharsis Republic,Tardigrades,434,-0.165898617511521
Teractor,Aerobraked Ammonia Asteroid,384,-0.166666666666667
Helion,Invention Contest,330,-0.166666666666667
Tharsis Republic,Lunar Beam,432,-0.166666666666667
Tharsis Republic,Lava Flows,423,-0.167848699763593
Tharsis Republic,Hired Raiders,457,-0.168490153172867
Robinson Industries,Tectonic Stress Power,278,-0.169064748201439
Saturn Systems,Heat Trappers,413,-0.169491525423729
Mining Guild,Insects,447,-0.170022371364653
Valley Trust,Space Mirrors,481,-0.17047817047817
CrediCor,Heat Trappers,531,-0.171374764595104
Valley Trust,Artificial Photosynthesis,524,-0.17175572519084
Mining Guild,Io Mining Industries,308,-0.172077922077922
PhoboLog,Advanced Alloys,334,-0.173652694610778
Valley Trust,Noctis City,485,-0.175257731958763
CrediCor,Small Animals,533,-0.176360225140713
ThorGate,Nitrogen-Rich Asteroid,130,-0.176923076923077
Robinson Industries,Solar Wind Power,292,-0.178082191780822
Teractor,Dust Seals,432,-0.178240740740741
CrediCor,Ore Processor,566,-0.178445229681979
Mining Guild,Underground City,502,-0.179282868525896
PhoboLog,Protected Valley,232,-0.181034482758621
Teractor,Lake Marineris,402,-0.181592039800995
Tharsis Republic,Adaptation Technology,435,-0.181609195402299
Tharsis Republic,Ice cap Melting,468,-0.181623931623932
Robinson Industries,Technology Demonstration,291,-0.18213058419244
Mining Guild,Martian Survey,373,-0.18230563002681
Tharsis Republic,Subterranean Reservoir,455,-0.182417582417582
Tharsis Republic,Nuclear Power,422,-0.182464454976303
Tharsis Republic,Urbanized Area,487,-0.184804928131417
Teractor,Advanced Ecosystems,414,-0.185990338164251
Teractor,Windmills,403,-0.186104218362283
PhoboLog,Deimos Down,354,-0.186440677966102
Ecoline,Pets,466,-0.186695278969957
Teractor,Caretaker Contract,385,-0.187012987012987
ThorGate,Zeppelins,155,-0.187096774193548
Teractor,Trans-Neptune Probe,445,-0.18876404494382
Vitor,Caretaker Contract,493,-0.190669371196755
Inventrix,Extreme-Cold Fungus,398,-0.190954773869347
United Nations Mars Initiative,Giant Ice Asteroid,188,-0.191489361702128
CrediCor,Corporate Stronghold,515,-0.192233009708738
Teractor,Standard Technology,395,-0.192405063291139
Robinson Industries,Ore Processor,280,-0.192857142857143
Inventrix,Space Station,346,-0.19364161849711
Ecoline,Lunar Beam,500,-0.194
Mining Guild,Carbonate Processing,437,-0.194508009153318
CrediCor,Import of Advanced GHG,529,-0.194706994328922
Valley Trust,Adapted Lichen,491,-0.195519348268839
Teractor,Power Grid,402,-0.196517412935323
Vitor,Imported GHG,471,-0.199575371549894
Tharsis Republic,Permafrost extraction,496,-0.199596774193548
Vitor,Dust Seals,511,-0.199608610567515
Cheung Shing Mars,Biomass Combustors,418,-0.200956937799043
Helion,Capital,303,-0.201320132013201
ThorGate,Imported Hydrogen,149,-0.201342281879195
Robinson Industries,Search For Life,272,-0.202205882352941
Tharsis Republic,Bushes,489,-0.202453987730061
Mining Guild,Building Industries,389,-0.203084832904884
Valley Trust,Power Plant,472,-0.203389830508475
Valley Trust,Fuel Factory,467,-0.203426124197002
CrediCor,Micro-Mills,560,-0.203571428571429
Vitor,Biomass Combustors,481,-0.203742203742204
Teractor,Nitrite Reducing Bacteria,365,-0.205479452054795
Teractor,Callisto Penal Mines,399,-0.205513784461153
Tharsis Republic,Magnetic Field Generators,416,-0.206730769230769
Vitor,Security Fleet,453,-0.207505518763797
CrediCor,Aerobraked Ammonia Asteroid,599,-0.208681135225376
Robinson Industries,Solar Power,277,-0.209386281588448
Mining Guild,Media Archives,453,-0.209713024282561
Robinson Industries,Release of Inert Gases,281,-0.209964412811388
Valley Trust,Noctis Farming,464,-0.211206896551724
Vitor,Satellites,444,-0.211711711711712
Inventrix,Imported Hydrogen,358,-0.212290502793296
Tharsis Republic,Carbonate Processing,408,-0.213235294117647
Robinson Industries,Hired Raiders,294,-0.214285714285714
